accelerateType,attributeAcceleration,attributeAggression,attributeAgility,attributeBalance,attributeBallControl,attributeComposure,attributeCrossing,attributeCurve,attributeDefensiveAwareness,attributeDribbling,attributeFinishing,attributeFkAccuracy,attributeGkDiving,attributeGkHandling,attributeGkKicking,attributeGkPositioning,attributeGkReflexes,attributeHeadingAccuracy,attributeInterceptions,attributeJumping,attributeLongPassing,attributeLongShots,attributePenalties,attributePositioning,attributeReactions,attributeShortPassing,attributeShotPower,attributeSlidingTackle,attributeSprintSpeed,attributeStamina,attributeStandingTackle,attributeStrength,attributeVision,attributeVolleys,bodytype,commonName,eaId,foot,height,overall,playstyles,playstylesPlus,positions,rolesPlus,rolesPlusPlus,skillMoves,weakFoot,weight,player_origin_id,debug_index,__true_player_id,archetype,metarating,__player_id
,94,55,86,80,82,80,72,71,34,85,72,60,1,1,1,1,1,61,43,60,68,64,59,78,80,75,67,34,92,80,38,60,73,65,Lean Medium,Gervinho,67279597,Right,179,81,"['Rapid', 'Trickster', 'Pinged Pass', 'Quick Step']",['Technical'],"['LM', 'LW']","['LM Winger', 'LM Inside Forward']","['LW Winger', 'LW Inside Forward']",4,4,65.0,67279597_20,20,67279597,inside_forward,75.18275448620403,67279597_20_inside_forward
,86,63,90,83,93,92,81,86,35,94,80,87,1,1,1,1,1,63,37,72,80,75,85,81,78,85,77,29,84,73,32,52,85,84,Unique,Neymar Jr,190871,Right,175,87,"['Incisive Pass', 'Technical', 'Flair', 'First Touch', 'Trivela']",['Trickster'],"['LM', 'LW', 'CAM']","['CAM Shadow Striker', 'LM Winger', 'LW Inside Forward']","['LM Inside Forward', 'LW Wide Playmaker']",5,5,68.0,190871_21,21,190871,wide_playmaker,77.51803590679323,190871_21_wide_playmaker
,86,63,90,83,93,92,81,86,35,94,80,87,1,1,1,1,1,63,37,72,80,75,85,81,78,85,77,29,84,73,32,52,85,84,Unique,Neymar Jr,190871,Right,175,87,"['Incisive Pass', 'Technical', 'Flair', 'First Touch', 'Trivela']",['Trickster'],"['LM', 'LW', 'CAM']","['CAM Shadow Striker', 'LM Winger', 'LW Inside Forward']","['LM Inside Forward', 'LW Wide Playmaker']",5,5,68.0,190871_21,21,190871,inside_forward,79.62142912020843,190871_21_inside_forward
,95,83,90,90,90,91,97,97,46,90,80,55,1,1,1,1,1,56,53,83,78,78,56,79,89,93,91,48,95,87,56,90,85,75,Unique,Adama Traoré,50545604,Right,178,90,"['Incisive Pass', 'Tiki Taka', 'Whipped Pass', 'First Touch', 'Trickster', 'Relentless']","['Rapid', 'Quick Step']","['ST', 'RM', 'CAM']","['ST Advanced Forward', 'RM Inside Forward']","['RM Winger', 'CAM Shadow Striker']",5,5,86.0,50545604_22,22,50545604,winger,89.87629836868336,50545604_22_winger
,95,83,90,90,90,91,97,97,46,90,80,55,1,1,1,1,1,56,53,83,78,78,56,79,89,93,91,48,95,87,56,90,85,75,Unique,Adama Traoré,50545604,Right,178,90,"['Incisive Pass', 'Tiki Taka', 'Whipped Pass', 'First Touch', 'Trickster', 'Relentless']","['Rapid', 'Quick Step']","['ST', 'RM', 'CAM']","['ST Advanced Forward', 'RM Inside Forward']","['RM Winger', 'CAM Shadow Striker']",5,5,86.0,50545604_22,22,50545604,shadow_striker,87.77780532792829,50545604_22_shadow_striker
,90,88,85,84,92,90,72,80,85,92,92,72,1,1,1,1,1,81,88,81,96,88,76,92,94,96,87,84,89,90,86,80,98,79,Average Medium,Jude Bellingham,100915667,Right,186,91,"['Power Shot', 'Long Ball Pass', 'Intercept', 'Slide Tackle', 'Flair', 'Trickster', 'Relentless', 'Trivela']","['Technical', 'Incisive Pass']","['CAM', 'CM']","['CAM Shadow Striker', 'CAM Half Winger', 'CM Deep-Lying Playmaker', 'CM Half-Winger']","['CM Playmaker', 'CAM Playmaker', 'CM Box to Box']",5,4,75.0,100915667_23,23,100915667,box_to_box,90.67658495912065,100915667_23_box_to_box
,90,88,85,84,92,90,72,80,85,92,92,72,1,1,1,1,1,81,88,81,96,88,76,92,94,96,87,84,89,90,86,80,98,79,Average Medium,Jude Bellingham,100915667,Right,186,91,"['Power Shot', 'Long Ball Pass', 'Intercept', 'Slide Tackle', 'Flair', 'Trickster', 'Relentless', 'Trivela']","['Technical', 'Incisive Pass']","['CAM', 'CM']","['CAM Shadow Striker', 'CAM Half Winger', 'CM Deep-Lying Playmaker', 'CM Half-Winger']","['CM Playmaker', 'CAM Playmaker', 'CM Box to Box']",5,4,75.0,100915667_23,23,100915667,playmaker,89.36409445872042,100915667_23_playmaker
,88,85,72,74,78,92,73,74,91,73,61,59,1,1,1,1,1,88,91,97,95,56,75,63,90,90,78,90,92,84,91,93,89,70,Stocky Tall,Mats Hummels,50510251,Right,191,91,"['Pinged Pass', 'Long Ball Pass', 'Tiki Taka', 'Jockey', 'Anticipate', 'Slide Tackle', 'Relentless', 'Trivela']","['Aerial', 'Intercept']",['CB'],[],"['CB Stopper', 'CB Ball-Playing Defender', 'CB Defender']",5,5,94.0,50510251_24,24,50510251,stopper,88.96424493207819,50510251_24_stopper
,88,85,72,74,78,92,73,74,91,73,61,59,1,1,1,1,1,88,91,97,95,56,75,63,90,90,78,90,92,84,91,93,89,70,Stocky Tall,Mats Hummels,50510251,Right,191,91,"['Pinged Pass', 'Long Ball Pass', 'Tiki Taka', 'Jockey', 'Anticipate', 'Slide Tackle', 'Relentless', 'Trivela']","['Aerial', 'Intercept']",['CB'],[],"['CB Stopper', 'CB Ball-Playing Defender', 'CB Defender']",5,5,94.0,50510251_24,24,50510251,defender,90.67634709014898,50510251_24_defender
,88,85,72,74,78,92,73,74,91,73,61,59,1,1,1,1,1,88,91,97,95,56,75,63,90,90,78,90,92,84,91,93,89,70,Stocky Tall,Mats Hummels,50510251,Right,191,91,"['Pinged Pass', 'Long Ball Pass', 'Tiki Taka', 'Jockey', 'Anticipate', 'Slide Tackle', 'Relentless', 'Trivela']","['Aerial', 'Intercept']",['CB'],[],"['CB Stopper', 'CB Ball-Playing Defender', 'CB Defender']",5,5,94.0,50510251_24,24,50510251,ball_playing_defender,89.28092048567866,50510251_24_ball_playing_defender
,92,71,87,85,92,92,85,79,90,91,86,67,1,1,1,1,1,85,90,91,80,85,89,88,89,95,89,87,89,85,92,95,87,85,Lean Medium,Fridolina Rolfö,50558661,Left,179,91,"['Incisive Pass', 'Long Ball Pass', 'Whipped Pass', 'Anticipate', 'Bruiser', 'Technical', 'First Touch', 'Trickster', 'Quick Step', 'Relentless']","['Jockey', 'Intercept']","['LM', 'LW', 'LB']","['LW Wide Playmaker', 'LB Wingback', 'LM Winger', 'LM Wide Midfielder']","['LM Inside Forward', 'LB Falseback', 'LB Attacking Wingback']",5,5,69.0,50558661_25,25,50558661,falseback,88.85078289030454,50558661_25_falseback
,92,71,87,85,92,92,85,79,90,91,86,67,1,1,1,1,1,85,90,91,80,85,89,88,89,95,89,87,89,85,92,95,87,85,Lean Medium,Fridolina Rolfö,50558661,Left,179,91,"['Incisive Pass', 'Long Ball Pass', 'Whipped Pass', 'Anticipate', 'Bruiser', 'Technical', 'First Touch', 'Trickster', 'Quick Step', 'Relentless']","['Jockey', 'Intercept']","['LM', 'LW', 'LB']","['LW Wide Playmaker', 'LB Wingback', 'LM Winger', 'LM Wide Midfielder']","['LM Inside Forward', 'LB Falseback', 'LB Attacking Wingback']",5,5,69.0,50558661_25,25,50558661,attacking_wingback,87.98041125481113,50558661_25_attacking_wingback
,92,71,87,85,92,92,85,79,90,91,86,67,1,1,1,1,1,85,90,91,80,85,89,88,89,95,89,87,89,85,92,95,87,85,Lean Medium,Fridolina Rolfö,50558661,Left,179,91,"['Incisive Pass', 'Long Ball Pass', 'Whipped Pass', 'Anticipate', 'Bruiser', 'Technical', 'First Touch', 'Trickster', 'Quick Step', 'Relentless']","['Jockey', 'Intercept']","['LM', 'LW', 'LB']","['LW Wide Playmaker', 'LB Wingback', 'LM Winger', 'LM Wide Midfielder']","['LM Inside Forward', 'LB Falseback', 'LB Attacking Wingback']",5,5,69.0,50558661_25,25,50558661,inside_forward,85.39976614261445,50558661_25_inside_forward
,91,77,90,91,91,92,87,89,65,92,85,79,1,1,1,1,1,73,76,87,92,81,84,93,93,94,81,79,91,90,85,89,94,79,Average Tall,Lucas Bergvall,50604574,Right,186,89,"['Incisive Pass', 'Tiki Taka', 'Intercept', 'Technical', 'Rapid', 'Press Proven', 'Relentless']","['Pinged Pass', 'Long Ball Pass']","['CDM', 'CM']","['CDM Wide Half', 'CM Holding', 'CDM Holding']","['CM Deep-Lying Playmaker', 'CM Playmaker', 'CDM Deep-Lying Playmaker']",4,4,74.0,50604574_26,26,50604574,playmaker,89.24540173060373,50604574_26_playmaker
,91,77,90,91,91,92,87,89,65,92,85,79,1,1,1,1,1,73,76,87,92,81,84,93,93,94,81,79,91,90,85,89,94,79,Average Tall,Lucas Bergvall,50604574,Right,186,89,"['Incisive Pass', 'Tiki Taka', 'Intercept', 'Technical', 'Rapid', 'Press Proven', 'Relentless']","['Pinged Pass', 'Long Ball Pass']","['CDM', 'CM']","['CDM Wide Half', 'CM Holding', 'CDM Holding']","['CM Deep-Lying Playmaker', 'CM Playmaker', 'CDM Deep-Lying Playmaker']",4,4,74.0,50604574_26,26,50604574,deep_lying_playmaker,86.21079942948651,50604574_26_deep_lying_playmaker
,96,76,97,92,87,81,52,55,57,91,85,42,1,1,1,1,1,99,44,99,60,77,81,83,87,84,94,57,89,72,44,99,84,78,Lean Tall,Jovon Makama,50594763,Right,195,86,"['Finesse Shot', 'Power Shot', 'Low Driven Shot', 'Incisive Pass', 'Tiki Taka', 'Technical', 'Rapid', 'Trivela']","['Power Header', 'Trickster']","['ST', 'RM', 'RW']","['RM Wide Playmaker', 'ST Poacher', 'RW Inside Forward']","['ST Advanced Forward', 'RM Inside Forward']",5,4,89.0,50594763_27,27,50594763,inside_forward,82.98081793867277,50594763_27_inside_forward
,96,76,97,92,87,81,52,55,57,91,85,42,1,1,1,1,1,99,44,99,60,77,81,83,87,84,94,57,89,72,44,99,84,78,Lean Tall,Jovon Makama,50594763,Right,195,86,"['Finesse Shot', 'Power Shot', 'Low Driven Shot', 'Incisive Pass', 'Tiki Taka', 'Technical', 'Rapid', 'Trivela']","['Power Header', 'Trickster']","['ST', 'RM', 'RW']","['RM Wide Playmaker', 'ST Poacher', 'RW Inside Forward']","['ST Advanced Forward', 'RM Inside Forward']",5,4,89.0,50594763_27,27,50594763,advanced_forward,85.58544823498785,50594763_27_advanced_forward
CONTROLLED,73,62,76,61,86,92,78,79,24,77,87,76,7,11,15,14,11,87,29,94,70,85,90,90,87,79,92,24,80,80,32,79,78,83,Unique,Cristiano Ronaldo,20801,Right,187,86,"['Power Header', 'Flair', 'Trickster', 'Trivela', 'Acrobatic', 'Aerial']",['Power Shot'],['ST'],['ST Target Forward'],['ST Advanced Forward'],5,4,85.0,20801_28,28,20801,advanced_forward,76.90862950610054,20801_28_advanced_forward
EXPLOSIVE,86,44,90,95,93,94,80,93,20,93,85,92,6,11,15,14,8,60,40,71,86,87,75,89,85,87,83,24,73,70,35,68,90,86,Unique,Lionel Messi,158023,Left,169,88,"['Finesse Shot', 'Dead Ball', 'Incisive Pass', 'Tiki Taka', 'Quick Step', 'Trivela']",['Technical'],"['RW', 'RM', 'CAM', 'ST']","['RW Winger', 'RW Inside Forward']",['RW Wide Playmaker'],4,4,67.0,158023_29,29,158023,wide_playmaker,78.73939884712054,158023_29_wide_playmaker
CONTROLLED_LENGTHY,76,63,77,72,87,84,75,82,43,84,87,73,13,11,5,5,7,87,39,84,76,81,68,88,84,86,87,18,77,80,24,81,86,87,Average Medium,Karim Benzema,165153,Right,185,86,"['Finesse Shot', 'Incisive Pass', 'First Touch', 'Relentless', 'Trivela']",[],['ST'],['ST Advanced Forward'],['ST False 9'],4,4,81.0,165153_30,30,165153,false_nine,74.09302967707497,165153_30_false_nine
MOSTLY_LENGTHY,76,81,77,83,90,87,76,79,35,85,90,84,15,6,12,8,10,88,49,92,70,82,90,90,89,84,89,19,75,76,42,89,81,86,Unique,Robert Lewandowski,188545,Right,185,88,"['Finesse Shot', 'Power Shot', 'Power Header', 'Incisive Pass', 'First Touch', 'Trivela']",['Chip Shot'],['ST'],['ST Advanced Forward'],['ST False 9'],4,4,81.0,188545_31,31,188545,false_nine,75.41032838338401,188545_31_false_nine
CONTROLLED_LENGTHY,42,23,63,45,23,66,14,19,20,13,14,20,85,89,76,88,90,13,15,68,35,17,27,13,88,33,57,16,52,38,18,70,44,12,Unique,Thibaut Courtois,192119,Left,200,89,"['GK Far Throw', 'GK Cross Claimer']",['GK Rush Out'],['GK'],[],['GK Sweeper Keeper'],1,3,96.0,192119_32,32,192119,sweeper_keeper,82.80033750698219,192119_32_sweeper_keeper
CONTROLLED_LENGTHY,45,43,39,43,30,70,18,18,25,21,14,12,86,85,89,86,91,11,22,72,63,10,25,11,85,61,67,10,50,35,13,78,70,14,Unique,Marc-André ter Stegen,192448,Right,187,89,['GK Rush Out'],['GK Footwork'],['GK'],[],['GK Sweeper Keeper'],1,4,85.0,192448_33,33,192448,sweeper_keeper,81.6679369332129,192448_33_sweeper_keeper
CONTROLLED,67,75,75,78,92,88,95,93,66,86,84,83,15,13,5,10,13,55,66,71,93,90,83,88,92,94,92,53,67,88,70,75,95,83,Unique,Kevin De Bruyne,192985,Right,181,90,"['Dead Ball', 'Pinged Pass', 'Long Ball Pass', 'Whipped Pass', 'Trivela']",['Incisive Pass'],"['CM', 'CAM']","['CM Playmaker', 'CAM Playmaker']",['CM Half-Winger'],4,5,75.0,192985_34,34,192985,half_winger,73.7292679426893,192985_34_half_winger
EXPLOSIVE,81,74,89,84,91,89,82,89,45,88,90,85,14,8,14,13,14,85,59,85,86,87,79,90,90,89,85,64,80,86,63,69,88,86,Unique,Antoine Griezmann,194765,Left,176,88,"['Chip Shot', 'Incisive Pass', 'Technical', 'Flair', 'Trivela', 'Acrobatic']",['Finesse Shot'],['ST'],['ST Advanced Forward'],['ST False 9'],4,3,73.0,194765_35,35,194765,false_nine,81.36180698080068,194765_35_false_nine
CONTROLLED_LENGTHY,48,93,51,61,83,81,77,80,82,73,67,78,7,8,11,7,13,68,79,70,90,84,65,76,86,89,90,78,52,83,79,78,84,55,Average Tall,Granit Xhaka,199503,Left,186,86,"['Finesse Shot', 'Power Shot', 'Incisive Pass', 'Slide Tackle', 'Bruiser']",['Long Ball Pass'],"['CDM', 'CM']","['CDM Holding', 'CM Playmaker']",['CDM Deep-Lying Playmaker'],3,3,80.0,199503_36,36,199503,deep_lying_playmaker,65.58769238810731,199503_36_deep_lying_playmaker
CONTROLLED_LENGTHY,42,36,64,48,30,68,13,13,27,12,11,14,85,90,78,86,87,15,24,72,40,12,11,11,85,43,59,18,53,42,14,78,67,13,Unique,Jan Oblak,200389,Right,188,88,"['GK Far Throw', 'GK Cross Claimer']",['GK Far Reach'],['GK'],[],['GK Goalkeeper'],1,3,87.0,200389_37,37,200389,goalkeeper,80.64264533717463,200389_37_goalkeeper
LENGTHY,64,80,66,73,87,92,80,82,46,82,95,69,8,10,11,14,11,91,42,87,88,89,93,94,94,86,94,38,66,75,46,86,86,89,Unique,Harry Kane,202126,Right,188,90,"['Power Header', 'Incisive Pass', 'Long Ball Pass', 'First Touch', 'Trivela']",['Finesse Shot'],['ST'],['ST False 9'],['ST Advanced Forward'],3,4,86.0,202126_38,38,202126,advanced_forward,72.94210587651536,202126_38_advanced_forward
LENGTHY,66,85,54,50,77,90,53,60,90,70,52,70,13,10,13,11,11,87,88,89,86,64,62,47,88,80,81,86,87,72,91,93,67,45,Unique,Virgil van Dijk,203376,Right,193,89,"['Power Header', 'Long Ball Pass', 'Jockey', 'Block', 'Anticipate', 'Bruiser']",['Aerial'],['CB'],['CB Defender'],['CB Ball-Playing Defender'],2,3,92.0,203376_39,39,203376,ball_playing_defender,79.02398486524592,203376_39_ball_playing_defender
MOSTLY_EXPLOSIVE,83,48,91,90,90,81,81,85,45,88,81,80,15,9,13,11,6,56,39,71,75,82,73,83,82,83,82,22,76,79,34,58,83,76,Unique,Riyad Mahrez,204485,Left,179,85,"['Finesse Shot', 'Technical', 'Flair', 'First Touch']",[],"['RM', 'RW']","['RM Wide Playmaker', 'RW Inside Forward']",['RM Inside Forward'],5,4,67.0,204485_40,40,204485,inside_forward,76.53156257206261,204485_40_inside_forward
CONTROLLED_EXPLOSIVE,82,85,78,84,85,83,85,77,80,78,56,47,13,13,15,9,15,76,81,85,74,52,45,75,85,84,68,83,81,84,84,74,78,53,Unique,Carvajal,204963,Right,173,86,"['Whipped Pass', 'Block']",[],['RB'],[],['RB Wingback'],3,3,73.0,204963_41,41,204963,wingback,74.51029917274904,204963_41_wingback
LENGTHY,71,92,56,50,74,80,68,50,86,69,40,56,14,15,10,12,8,83,85,89,81,67,40,54,86,84,84,87,91,70,88,91,61,34,Lean Tall,Antonio Rüdiger,205452,Right,190,88,"['Jockey', 'Block', 'Acrobatic', 'Aerial']",['Bruiser'],['CB'],[],['CB Defender'],2,3,86.0,205452_42,42,205452,defender,80.92217574500557,205452_42_defender
CONTROLLED_LENGTHY,76,81,68,67,79,86,68,58,90,69,59,32,6,6,12,10,13,88,89,89,85,45,52,70,86,84,65,88,81,83,89,79,76,35,Average Medium,Marquinhos,207865,Right,183,87,"['Power Header', 'Jockey', 'Anticipate', 'Aerial']",['Intercept'],['CB'],['CB Defender'],['CB Ball-Playing Defender'],3,3,75.0,207865_43,43,207865,ball_playing_defender,78.73265144194794,207865_43_ball_playing_defender
MOSTLY_EXPLOSIVE,89,63,89,91,86,88,80,84,38,88,90,69,14,14,9,11,14,59,55,79,77,84,81,92,93,86,82,41,89,87,43,73,85,83,Unique,Mohamed Salah,209331,Left,175,89,"['Chip Shot', 'Rapid', 'Trivela']",['Finesse Shot'],"['RW', 'RM']",['RM Inside Forward'],['RW Inside Forward'],4,3,72.0,209331_44,44,209331,inside_forward,81.9510478669514,209331_44_inside_forward
CONTROLLED_EXPLOSIVE,77,69,84,86,86,83,93,89,76,85,67,89,7,13,10,7,13,62,79,73,85,83,54,79,86,87,84,74,71,90,78,63,85,63,Average Medium,Grimaldo,210035,Left,171,86,"['Finesse Shot', 'Dead Ball']",['Whipped Pass'],"['LM', 'LB', 'LW']",['LB Attacking Wingback'],['LM Wide Playmaker'],4,2,68.0,210035_45,45,210035,wide_playmaker,70.36025322552126,210035_45_wide_playmaker
MOSTLY_LENGTHY,64,38,60,48,45,70,20,39,29,30,14,20,87,82,91,86,87,14,27,79,68,18,65,20,88,65,68,8,63,44,15,78,70,18,Unique,Ederson,210257,Left,188,88,"['Pinged Pass', 'GK Cross Claimer']",['Long Ball Pass'],['GK'],[],['GK Sweeper Keeper'],1,3,86.0,210257_46,46,210257,sweeper_keeper,82.08732304577119,210257_46_sweeper_keeper
MOSTLY_EXPLOSIVE,84,48,88,90,91,87,83,89,32,89,84,87,5,4,4,5,8,65,42,77,79,86,88,83,84,84,84,39,76,74,42,67,88,92,Unique,Paulo Dybala,211110,Left,177,87,"['Finesse Shot', 'Dead Ball', 'Incisive Pass', 'Technical', 'Flair', 'Trivela']",['First Touch'],"['CAM', 'ST']",['ST False 9'],['CAM Shadow Striker'],5,3,75.0,211110_47,47,211110,shadow_striker,79.11075957291928,211110_47_shadow_striker
CONTROLLED,69,45,83,83,87,84,82,80,49,86,80,76,11,16,11,8,9,54,56,69,83,80,55,82,86,87,82,56,72,85,45,72,87,79,Lean Medium,Julian Brandt,212194,Right,185,85,"['Dead Ball', 'Incisive Pass', 'Technical', 'Flair', 'First Touch', 'Trivela']",['Tiki Taka'],"['CAM', 'RM', 'CM']","['RM Wide Playmaker', 'CAM Playmaker']",['CAM Half Winger'],4,4,83.0,212194_48,48,212194,half_winger,71.78992288161025,212194_48_half_winger
CONTROLLED_EXPLOSIVE,72,84,78,76,86,79,82,85,62,83,84,82,12,14,15,8,14,63,63,70,90,85,90,87,90,89,86,66,68,95,71,61,94,87,Unique,Bruno Fernandes,212198,Right,179,87,"['Dead Ball', 'Incisive Pass', 'Pinged Pass', 'Flair', 'First Touch', 'Relentless']",['Long Ball Pass'],"['CAM', 'CM']",['CAM Half Winger'],['CAM Playmaker'],4,3,69.0,212198_49,49,212198,playmaker,76.89581026248176,212198_49_playmaker
CONTROLLED_EXPLOSIVE,77,86,83,84,85,86,91,85,81,82,68,79,8,15,7,15,15,72,85,79,91,83,69,78,88,88,78,83,62,88,82,68,85,69,Average Medium,Joshua Kimmich,212622,Right,177,86,"['Finesse Shot', 'Whipped Pass', 'Anticipate', 'Press Proven', 'Relentless']",['Long Ball Pass'],"['RB', 'CDM', 'CM']","['RB Falseback', 'CDM Deep-Lying Playmaker']",['RB Attacking Wingback'],3,4,75.0,212622_50,50,212622,attacking_wingback,72.16110422250999,212622_50_attacking_wingback
MOSTLY_LENGTHY,60,27,40,37,42,66,17,19,15,27,13,18,86,85,85,90,89,29,11,82,58,14,23,13,87,60,64,16,49,32,19,78,66,20,Unique,Alisson,212831,Right,193,89,"['GK Far Throw', 'GK Rush Out']",['GK Deflector'],['GK'],[],['GK Sweeper Keeper'],1,3,91.0,212831_51,51,212831,sweeper_keeper,83.54650878365975,212831_51_sweeper_keeper
CONTROLLED_LENGTHY,53,83,49,40,67,79,39,37,87,60,32,27,11,8,7,9,14,87,83,86,68,26,38,36,84,78,60,81,86,69,87,92,56,53,Stocky Tall,Jonathan Tah,213331,Right,195,86,['Aerial'],[],['CB'],['CB Ball-Playing Defender'],['CB Defender'],2,3,94.0,213331_52,52,213331,defender,72.2878740868244,213331_52_defender
CONTROLLED_EXPLOSIVE,79,87,78,93,81,82,68,49,88,78,64,49,15,12,10,7,10,54,88,73,74,65,54,72,87,80,71,86,74,82,90,72,77,56,Unique,N'Golo Kanté,215914,Right,168,85,"['Press Proven', 'Relentless']",['Intercept'],"['CDM', 'CM']","['CDM Deep-Lying Playmaker', 'CM Playmaker']",['CDM Holding'],2,3,70.0,215914_53,53,215914,holding,75.0249475734258,215914_53_holding
CONTROLLED_EXPLOSIVE,79,85,75,74,82,83,87,82,82,78,55,71,11,8,10,7,14,67,81,76,76,65,55,78,85,83,76,81,78,93,83,67,82,32,Unique,Andrew Robertson,216267,Left,178,85,"['Whipped Pass', 'Rapid']",['Relentless'],['LB'],[],['LB Attacking Wingback'],3,2,64.0,216267_54,54,216267,attacking_wingback,72.69489196103119,216267_54_attacking_wingback
EXPLOSIVE,83,78,95,92,92,89,84,84,70,93,78,67,9,10,14,12,9,54,73,68,82,79,64,85,89,91,79,68,69,93,76,54,87,78,Lean Medium,Bernardo Silva,218667,Left,173,88,"['Tiki Taka', 'Whipped Pass', 'Flair', 'Relentless', 'Trivela']",['Technical'],"['CM', 'RW']",['RW Wide Playmaker'],['CM Half-Winger'],4,3,64.0,218667_55,55,218667,half_winger,75.10254882610751,218667_55_half_winger
CONTROLLED_EXPLOSIVE,72,64,85,83,91,87,86,84,68,89,83,85,14,15,15,8,10,55,69,66,89,84,68,84,91,91,82,57,69,88,72,56,91,79,Lean Medium,Martin Ødegaard,222665,Left,178,89,"['Pinged Pass', 'Whipped Pass', 'Technical', 'Flair', 'First Touch', 'Trivela']",['Incisive Pass'],"['CM', 'CAM']",['CAM Playmaker'],['CM Playmaker'],5,2,68.0,222665_56,56,222665,playmaker,77.5031503454926,222665_56_playmaker
MOSTLY_EXPLOSIVE,85,87,91,92,88,86,79,79,80,82,76,67,11,5,13,14,11,60,84,79,85,79,73,83,90,88,80,81,78,93,83,74,84,80,Average Short,Nicolò Barella,224232,Right,172,87,"['Pinged Pass', 'Intercept', 'Anticipate', 'Slide Tackle', 'Press Proven']",['Relentless'],"['CM', 'CDM']",['CDM Holding'],['CM Half-Winger'],3,4,68.0,224232_57,57,224232,half_winger,75.11645009379397,224232_57_half_winger
EXPLOSIVE,83,70,90,94,91,84,85,89,49,93,82,80,9,8,10,8,13,56,49,72,85,78,78,87,77,87,80,44,84,81,39,61,90,86,Unique,Debinha,226893,Right,155,88,"['Technical', 'Flair', 'First Touch', 'Quick Step', 'Trivela', 'Acrobatic']",['Trickster'],"['CAM', 'RM']","['RM Inside Forward', 'CAM Playmaker']",['CAM Half Winger'],5,5,52.0,226893_58,58,226893,half_winger,77.45579387124795,226893_58_half_winger
CONTROLLED,84,68,77,68,90,81,80,74,83,89,82,63,7,11,16,14,9,78,83,86,75,81,85,84,87,90,85,80,81,81,85,91,82,81,Lean Medium,Fridolina Rolfö,227013,Left,179,86,"['Whipped Pass', 'Technical', 'First Touch', 'Trickster', 'Quick Step']",['Jockey'],"['LB', 'LW']",['LW Wide Playmaker'],['LB Attacking Wingback'],4,5,69.0,227013_59,59,227013,attacking_wingback,77.57748007748641,227013_59_attacking_wingback
CONTROLLED_EXPLOSIVE,83,65,80,82,87,83,83,82,71,85,85,93,11,13,17,14,14,64,75,75,90,93,87,82,85,87,91,71,78,86,74,74,90,78,Average Short,Fara Williams,227271,Right,164,86,"['Power Shot', 'Dead Ball', 'Pinged Pass', 'Long Ball Pass']",['Flair'],"['CM', 'CDM']",['CDM Deep-Lying Playmaker'],['CM Playmaker'],3,5,61.0,227271_60,60,227271,playmaker,78.63969910647045,227271_60_playmaker
EXPLOSIVE,87,58,92,89,85,88,93,74,60,84,82,80,16,16,12,11,16,50,65,69,81,82,69,86,88,84,81,57,88,91,60,57,87,61,Average Short,Guro Reiten,227323,Left,167,88,"['Finesse Shot', 'Dead Ball', 'Incisive Pass', 'Whipped Pass', 'Rapid', 'Quick Step', 'Relentless']",[],"['LM', 'CAM', 'LW']",['LW Inside Forward'],['LM Inside Forward'],4,3,60.0,227323_61,61,227323,inside_forward,78.93663010866976,227323_61_inside_forward
EXPLOSIVE,84,42,92,94,85,79,85,78,40,84,70,75,17,10,7,12,10,32,62,58,77,68,70,80,81,85,73,66,81,92,59,67,81,79,Lean Short,Svenja Huth,227337,Right,163,85,"['Whipped Pass', 'Jockey', 'Anticipate', 'Technical', 'First Touch', 'Quick Step']",[],"['RM', 'CAM', 'RW']","['RM Inside Forward', 'CAM Half Winger']",['RM Wide Playmaker'],3,4,54.0,227337_62,62,227337,wide_playmaker,71.738079625932,227337_62_wide_playmaker
CONTROLLED,89,52,89,84,90,84,79,74,46,87,90,70,15,7,7,15,13,81,55,88,74,84,71,91,86,87,79,49,91,80,59,89,84,74,Average Short,Kadidiatou Diani,227361,Right,168,88,"['Technical', 'Flair', 'Quick Step', 'Trivela']",[],"['RW', 'RM', 'ST']","['RW Winger', 'ST False 9']",['RW Wide Playmaker'],4,4,64.0,227361_63,63,227361,wide_playmaker,77.09892849886776,227361_63_wide_playmaker
CONTROLLED,66,80,63,63,68,81,31,51,91,61,34,56,13,17,9,10,17,81,85,87,71,49,45,46,78,75,63,84,68,79,84,88,47,43,Average Short,Kadeisha Buchanan,227383,Right,170,84,"['Long Ball Pass', 'Jockey', 'Anticipate', 'Slide Tackle']",['Intercept'],['CB'],['CB Stopper'],['CB Defender'],2,3,65.0,227383_64,64,227383,defender,62.962356320372,227383_64_defender
